Price_INR,Area_sqft,BHK,Bathrooms,Latitude,Longitude,Location_Bandra East,Location_Borivali West,Location_Chembur,Location_Goregaon East,Location_Juhu,Location_Kandivali East,Location_Lower Parel,Location_Malad West,Location_Powai,Location_South Mumbai,Location_Worli,Property_Type_Independent House,Property_Type_Studio,Property_Type_Villa
98600000.0,3533.0,1,1,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
84700000.0,3941.0,4,4,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16800000.0,3143.0,2,2,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,False,False
92500000.0,1846.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
87600000.0,1859.0,2,3,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54300000.0,3029.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
61200000.0,1183.0,2,2,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
42900000.0,709.0,3,2,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10200000.0,1612.0,1,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36800000.0,1363.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81300000.0,1396.0,2,2,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5400000.0,1164.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,True
36700000.0,456.0,4,4,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
42800000.0,366.0,2,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56100000.0,3955.0,5,5,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
92400000.0,1883.0,2,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,True,False
37900000.0,1722.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
38000000.0,2815.0,3,3,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,True,False
75100000.0,1108.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48000000.0,3815.0,2,2,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26300000.0,3209.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48000000.0,631.0,3,3,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18400000.0,1845.0,2,2,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
21800000.0,3553.0,5,5,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
52300000.0,2078.0,5,6,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44800000.0,2029.0,3,3,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91900000.0,2570.0,1,1,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39400000.0,918.0,3,3,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60200000.0,3967.0,1,1,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
65100000.0,1157.0,1,1,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
68000000.0,2704.0,2,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21900000.0,2549.0,4,4,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
96300000.0,2197.0,3,3,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19100000.0,1153.0,3,3,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,True,False
44400000.0,953.0,2,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13100000.0,1116.0,2,2,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
99700000.0,990.0,2,1,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52700000.0,3184.0,5,4,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
61600000.0,1595.0,1,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11400000.0,514.0,4,4,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
76200000.0,3886.0,2,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24900000.0,3570.0,2,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
90300000.0,3733.0,3,3,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24500000.0,3981.0,2,1,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23100000.0,943.0,4,4,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
8500000.0,1766.0,4,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49800000.0,3105.0,2,3,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58700000.0,2875.0,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11200000.0,869.0,2,2,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
78700000.0,3319.0,4,5,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
48100000.0,1130.0,2,2,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,True
54800000.0,1128.0,3,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46900000.0,2287.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
43100000.0,2494.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,True,False
58200000.0,2446.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,True,False
19700000.0,639.0,3,4,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
22300000.0,3547.0,4,4,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
86900000.0,1283.0,1,1,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,True,False,False
94900000.0,779.0,2,2,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
40500000.0,3588.0,5,5,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30700000.0,3836.0,1,1,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66200000.0,3490.0,4,4,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43800000.0,3295.0,2,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7400000.0,2724.0,2,2,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19800000.0,2338.0,4,4,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
73000000.0,622.0,2,2,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
67600000.0,1811.0,2,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7600000.0,2442.5,2,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26100000.0,1261.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27000000.0,2977.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
68800000.0,2135.0,2,2,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6900000.0,600.0,5,5,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14900000.0,1115.0,2,2,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
81000000.0,2828.0,3,4,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22000000.0,582.0,2,2,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
67000000.0,3449.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
27600000.0,2132.0,1,1,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14400000.0,2078.0,5,6,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28100000.0,2492.0,2,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
73600000.0,3351.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
86300000.0,1587.0,1,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
83900000.0,2155.0,1,1,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42700000.0,2393.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68500000.0,1288.0,2,1,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
24500000.0,3551.0,3,3,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,True,False
32800000.0,3250.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90200000.0,2736.0,2,3,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
13100000.0,3509.0,3,3,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24700000.0,2155.0,1,1,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7500000.0,3397.0,1,1,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22200000.0,2881.0,1,1,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
60400000.0,2817.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45000000.0,2589.0,3,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
89800000.0,3085.0,2,3,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
82700000.0,887.0,3,3,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37500000.0,3559.0,3,3,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
29600000.0,3526.0,2,2,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41100000.0,408.0,4,4,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
61100000.0,3356.0,2,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30500000.0,777.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,True,False
64300000.0,1540.0,2,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43900000.0,3051.0,1,1,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57400000.0,895.0,2,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46400000.0,3326.0,4,5,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
33000000.0,3379.0,1,1,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
95100000.0,2178.0,1,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18300000.0,1362.0,4,5,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
87500000.0,2583.0,2,2,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
51300000.0,3930.0,2,3,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90000000.0,2638.0,1,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
81000000.0,1261.0,1,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45400000.0,2078.0,5,5,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7100000.0,2298.0,5,5,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30500000.0,3185.0,1,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56500000.0,696.0,5,5,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
65200000.0,3116.0,3,3,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,True,False
29500000.0,2303.0,4,4,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18200000.0,3863.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,True,False,False
84300000.0,1565.0,2,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
98500000.0,2641.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54900000.0,3749.0,3,4,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21300000.0,679.0,1,1,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30900000.0,3768.0,1,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6700000.0,2845.0,2,3,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
91900000.0,551.0,3,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16200000.0,1414.0,2,2,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,True
59800000.0,2371.0,3,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
31000000.0,549.0,5,5,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
57600000.0,2454.0,1,1,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66900000.0,1580.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
83800000.0,2442.5,2,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
24600000.0,469.0,4,4,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18000000.0,3902.0,3,2,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90500000.0,3885.0,3,3,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
88000000.0,3074.0,4,5,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61800000.0,781.0,3,3,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62000000.0,3106.0,2,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21700000.0,382.0,4,4,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
91900000.0,1497.0,2,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
44800000.0,2108.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41400000.0,3151.0,4,4,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,True,False
54300000.0,2828.0,3,3,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9500000.0,1950.0,3,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,True,False,False
20800000.0,1312.0,2,2,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
75100000.0,3989.0,3,3,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12900000.0,1877.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,True
62300000.0,1970.0,3,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
28300000.0,905.0,1,1,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42000000.0,3241.0,3,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
32400000.0,2867.0,5,4,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
38800000.0,1117.0,1,2,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,True,False
73300000.0,605.0,5,4,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,True,False,False
33200000.0,2818.0,2,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,True,False
58800000.0,2722.0,4,5,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50200000.0,1311.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68000000.0,3818.0,2,2,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,True,False
94000000.0,859.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
74600000.0,1900.0,4,4,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25400000.0,3791.0,2,2,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8000000.0,1853.0,2,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29900000.0,2663.0,3,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,True,False,False
61500000.0,1771.0,3,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9900000.0,1315.0,3,4,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52200000.0,3941.0,3,4,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61700000.0,1815.0,2,2,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36800000.0,3608.0,3,3,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
78200000.0,1151.0,1,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15100000.0,1088.0,2,2,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12100000.0,415.0,1,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74200000.0,2711.0,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
52100000.0,1664.0,2,3,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70400000.0,3498.0,2,2,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46300000.0,2051.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28400000.0,3882.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
82800000.0,986.0,2,2,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80900000.0,3514.0,2,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
71000000.0,2442.5,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30900000.0,3152.0,2,2,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
61100000.0,3426.0,1,1,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39300000.0,3116.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
13700000.0,2617.0,3,3,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,True,False
92100000.0,786.0,3,2,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18000000.0,420.0,2,2,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
95300000.0,3707.0,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,True,False
47400000.0,2582.0,4,4,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22600000.0,3247.0,2,2,19.2051958,72.8626165,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56500000.0,2082.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
87900000.0,734.0,1,1,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
74600000.0,763.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81600000.0,2837.0,2,3,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67600000.0,1892.0,2,3,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,True
70800000.0,1042.0,2,3,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
85700000.0,2119.0,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28700000.0,538.0,3,3,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,True,False
51500000.0,2453.0,3,3,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26000000.0,1295.0,3,3,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
98800000.0,3251.0,3,4,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
94700000.0,1448.0,5,4,18.9752099,72.8239654,False,False,False,False,False,False,False,False,False,True,False,False,False,False
8700000.0,1984.0,1,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92900000.0,568.0,1,1,19.0616565,72.8498111,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22200000.0,1752.0,3,3,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,True
59000000.0,2076.0,4,4,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,True,False
92000000.0,2520.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8200000.0,1379.0,4,4,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,True,False,False
71300000.0,2871.0,1,1,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33200000.0,3482.0,4,4,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,True,False,False
92800000.0,3185.0,2,3,19.054818,72.8979713,False,False,True,False,False,False,False,False,False,False,False,False,False,False
97300000.0,2155.0,1,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94700000.0,2078.0,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,True
50100000.0,688.0,2,2,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
86900000.0,1196.0,2,2,19.1692623,72.8552548,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85200000.0,3951.0,2,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35300000.0,827.0,3,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
83700000.0,2146.0,2,3,19.1852851,72.8358611,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8500000.0,2587.0,2,1,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
61600000.0,2899.0,3,4,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26900000.0,2371.0,3,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16500000.0,336.0,2,2,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12300000.0,1508.0,2,2,18.99568,72.8302756,False,False,False,False,False,False,True,False,False,False,False,False,False,False
71100000.0,2216.0,1,2,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37300000.0,625.0,1,1,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73900000.0,1597.0,3,3,19.2298129,72.8471376,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11200000.0,423.0,1,1,19.0117388,72.8178706,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35000000.0,591.0,2,2,19.1172495,72.833968,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56300000.0,1769.0,3,3,19.1070215,72.8275275,False,False,False,False,True,False,False,False,False,False,False,False,False,False
80100000.0,791.0,1,1,19.1187195,72.9073476,False,False,False,False,False,False,False,False,True,False,False,False,False,False
